PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jim Finn, FB",NYG,8,15,54,6.8,0,11,0,3.4,0,43,4
"Mike Anderson, RB",BAL,9,14,54,6.0,0,13,0,3.4,0,71,2
"Cedric Benson, RB",CHI,8,10,54,6.8,0,22,1,3.6,0,77,2
"Zack Crockett, RB",OAK,10,17,53,5.3,0,14,0,3.3,0,51,1
"B.J. Askew, FB",NYJ,9,12,50,5.6,0,12,0,3.8,0,43,3
"Nate Jackson, WR",DEN,5,6,49,9.8,0,24,1,4.5,0,26,1
"Mike Jennings, WR",NYG,5,8,49,9.8,0,20,1,6.1,0,37,2
"Shaun Alexander, RB",SEA,12,16,48,4.0,0,14,0,4.8,1,55,2
"Cortez Hankton, WR",JAX,5,11,48,9.6,0,15,0,4.0,0,0,4
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jimmy Kleinsasser, TE",MIN,7,16,47,6.7,0,14,0,2.9,0,18,1
"Michael Turner, RB",SD,3,3,47,15.7,0,30,1,3.6,0,43,2
"Michael Robinson, FB",SF,9,12,47,5.2,0,12,0,2.9,0,50,3
"Jerome Harrison, RB",CLE,9,13,47,5.2,0,12,0,4.7,0,58,1
"Maurice Morris, RB",SEA,11,20,46,4.2,0,27,1,2.9,0,47,1
"Brad Cieslak, TE",BUF,6,9,46,7.7,0,13,0,6.6,0,45,2
"Richard Owens, TE",MIN,6,9,45,7.5,1,16,0,2.8,0,32,3
"John Owens, TE",NO,4,5,44,11.0,0,25,1,8.8,0,24,1
"Sean Ryan, TE",NYJ,6,9,44,7.3,0,10,0,2.8,1,19,1
"Cedric Houston, RB",NYJ,7,8,43,6.1,0,11,0,5.4,0,53,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Chris Perry, RB",CIN,9,11,42,4.7,0,12,0,7.0,0,52,3
"Damien Nash, RB",DEN,4,7,41,10.3,0,13,0,13.7,0,45,2
"Devale Ellis, WR",DET,4,9,41,10.3,0,19,0,4.6,0,14,2
"Jason Dunn, TE",KC,4,10,40,10.0,0,15,0,2.7,0,31,3
"Chris Taylor, RB",HOU,3,3,40,13.3,0,24,1,10.0,0,34,1
"Jeff Dugan, TE",MIN,8,12,40,5.0,1,10,0,5.7,0,32,5
"Dominique Byrd, TE",STL,2,3,39,19.5,1,27,1,7.8,0,26,2
"John Gilmore, TE",CHI,6,12,38,6.3,2,18,0,2.4,0,23,3
"Kyle Brady, TE",JAX,5,9,37,7.4,0,13,0,2.3,0,14,2
"Kyle Johnson, RB",DEN,7,11,37,5.3,1,20,1,2.6,0,37,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jeremi Johnson, FB",CIN,6,9,37,6.2,0,17,0,2.3,0,32,1
"Gabe Reid, TE",CHI,4,10,37,9.3,0,19,0,2.8,0,19,2
"Taye Biddle, WR",CAR,3,5,37,12.3,0,22,1,18.5,0,7,1
"Cory Schlesinger, RB",DET,8,11,36,4.5,0,6,0,2.6,0,19,0
"Moran Norris, RB",SF,5,6,36,7.2,2,32,1,2.6,0,34,3
"Daimon Shelton, FB",BUF,7,10,35,5.0,0,14,0,2.5,0,27,2
"Heath Evans, FB",NE,7,9,34,4.9,1,11,0,2.1,0,28,2
"Cecil Sapp, FB",DEN,8,10,34,4.3,0,9,0,3.1,0,30,1
"Martin Nance, WR",MIN,4,7,33,8.3,0,12,0,33.0,1,12,2
"Will Heller, TE",SEA,4,5,32,8.0,1,12,0,0.0,0,10,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Travis Wilson, WR",CLE,2,6,32,16.0,0,16,0,8.0,0,5,2
"Karl Hankton, WR",CAR,3,3,31,10.3,0,18,0,1.9,0,12,2
"Robert Ferguson, WR",GB,5,13,31,6.2,1,10,0,7.8,0,-1,2
"Adam Jones, DB",TEN,2,2,31,15.5,0,17,0,2.1,0,24,2
"Micheal Spurlock, WR",ARI,4,4,31,7.8,0,15,0,31.0,0,12,2
"Ricky Proehl, WR",IND,3,4,30,10.0,0,13,0,15.0,0,3,1
"Delanie Walker, TE",SF,2,4,30,15.0,0,29,1,4.3,0,32,1
"Sean Morey, WR",PIT,2,4,29,14.5,0,15,0,1.8,0,5,2
"Derrick Blaylock, RB",NYJ,5,9,29,5.8,0,9,0,7.3,0,28,1
"Taylor Jacobs, WR",SF,4,12,29,7.3,0,10,0,3.6,0,0,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Madison Hedgecock, FB",STL,7,10,29,4.1,0,7,0,1.8,0,17,1
"Courtney Roby, WR",TEN,2,7,28,14.0,0,21,1,2.3,0,4,1
"David Anderson, WR",HOU,1,1,27,27.0,0,27,1,3.0,0,22,1
"Aveion Cason, RB",DET,5,9,26,5.2,0,14,0,4.3,0,30,1
"David Patten, WR",WSH,1,4,25,25.0,0,25,1,5.0,0,0,1
"Sean McHugh, TE",DET,3,5,25,8.3,0,11,0,4.2,0,13,2
"John Bronson, TE",ARI,1,1,25,25.0,0,25,1,12.5,0,9,1
"Sinorice Moss, WR",NYG,5,11,25,5.0,0,10,0,4.2,0,22,1
"Patrick Pass, FB",NE,2,2,24,12.0,0,16,0,8.0,0,29,1
"Fred Wakefield, OL",ARI,2,2,24,12.0,0,19,0,1.5,0,17,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Reno Mahe, RB",PHI,5,6,23,4.6,0,8,0,1.9,1,16,1
"Chad Mustard, TE",DEN,2,2,23,11.5,0,14,0,1.9,0,10,1
"Derrick Wimbush, FB",JAX,4,5,23,5.8,0,9,0,1.9,0,11,0
"Jeff Webb, WR",KC,3,4,23,7.7,0,11,0,2.3,0,0,2
"Darian Barnes, RB",MIA,3,7,22,7.3,0,13,0,1.4,0,16,1
"Antonio Chatman, WR",CIN,3,5,22,7.3,0,10,0,7.3,0,13,2
"Edell Shepherd, WR",HOU,3,4,22,7.3,0,8,0,3.1,0,7,0
"Terrelle Smith, FB",CLE,8,11,21,2.6,0,7,0,1.3,0,19,0
"Kevan Barlow, RB",NYJ,7,10,21,3.0,0,8,0,1.8,0,32,1
"Lousaka Polite, FB",DAL,2,8,21,10.5,0,12,0,1.8,0,17,2
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Ronnie Cruz, RB",KC,2,5,20,10.0,0,11,0,4.0,0,22,2
"Brian Calhoun, RB",DET,2,2,20,10.0,0,18,0,2.9,0,15,1
"Jerry Porter, WR",OAK,1,4,19,19.0,0,19,0,4.8,0,1,1
"Ciatrick Fason, RB",MIN,3,5,19,6.3,0,12,0,3.8,0,21,1
"Christian Fauria, TE",WSH,2,2,17,8.5,0,11,0,1.9,0,11,1
"Rod Gardner, WR",KC,2,9,17,8.5,0,13,0,1.2,0,7,1
"Walter Young, WR",PIT,1,1,17,17.0,0,17,0,8.5,0,5,1
"Nate Lawrie, TE",NO,1,2,17,17.0,0,17,0,2.4,0,2,1
"Justin Green, RB",BAL,4,4,17,4.3,0,12,0,1.4,0,19,1
"T.J. Duckett, RB",WSH,2,2,16,8.0,0,19,0,1.6,0,19,1
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Chris Francies, WR",GB,2,5,16,8.0,0,12,0,2.3,0,7,2
"Josh McCown, QB",DET,2,2,15,7.5,0,8,0,7.5,0,10,0
"Artose Pinner, RB",MIN,2,3,15,7.5,0,8,0,1.3,0,9,0
"John Kuhn, RB",PIT,1,1,15,15.0,0,15,0,1.7,0,9,1
"Quinn Sypniewski, TE",BAL,2,2,15,7.5,0,9,0,0.9,0,5,0
"Cliff Russell, WR",MIA,2,2,14,7.0,0,9,0,4.7,0,1,0
"Darnell Dinkins, TE",CLE,2,3,14,7.0,1,11,0,1.0,0,3,2
"Jamaal Branch, RB",NO,5,6,14,2.8,1,7,0,14.0,0,33,1
"Fred McCrary, RB",ATL,3,4,13,4.3,1,7,0,0.9,0,15,2
"Andre Davis, WR",BUF,2,6,13,6.5,0,8,0,0.8,0,6,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Alvin Pearman, RB",JAX,2,3,12,6.0,0,7,0,0.9,0,9,2
"Josh Parry, FB",SEA,1,2,11,11.0,0,11,0,1.4,0,7,1
"Corey McIntyre, FB",ATL/NO,1,2,10,10.0,0,10,0,2.5,0,9,1
"Eddie Drummond, WR",DET,2,11,10,5.0,0,8,0,0.7,0,2,1
"Lance Moore, WR",NO,1,3,10,10.0,0,10,0,2.5,0,8,1
"Kay-Jay Harris, RB",STL/MIA,1,1,10,10.0,0,10,0,1.4,0,10,1
"Oliver Hoyte, RB",DAL,2,2,10,5.0,0,6,0,0.8,0,6,0
"Dave Moore, TE",TB,1,1,9,9.0,0,9,0,0.7,1,4,0
"James Hodgins, RB",NYJ,2,5,9,4.5,0,6,0,1.5,0,8,0
"James Adkisson, WR",OAK,1,2,9,9.0,0,9,0,4.5,0,0,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Kelvin Kight, WR",NE,1,3,9,9.0,0,9,0,2.3,0,2,0
"Will Buchanon, WR",OAK,1,1,9,9.0,0,9,0,9.0,0,2,1
"Casey Cramer, FB",TEN,2,2,8,4.0,0,6,0,0.5,0,6,1
"Doug Jolley, TE",TB,1,2,7,7.0,0,7,0,0.6,0,0,0
"Brandon Childress, WR",NE,2,2,7,3.5,0,5,0,3.5,0,2,1
"Jerald Sowell, FB",TB,1,1,6,6.0,0,6,0,0.5,0,4,0
"Eric Shelton, RB",CAR,1,1,6,6.0,0,6,0,0.7,0,2,1
"Vernand Morency, RB",GB/HOU,1,1,6,6.0,0,6,0,6.0,0,12,0
"Cooper Wallace, TE",TEN,1,1,6,6.0,0,6,0,3.0,0,7,0
"Dee Brown, RB",KC,1,1,5,5.0,0,5,0,0.3,0,10,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Derrick Lewis, WR",HOU,1,1,5,5.0,0,5,0,1.3,0,0,0
"Samkon Gado, RB",GB/HOU,1,1,5,5.0,0,5,0,5.0,0,8,0
"Ryan Neufeld, FB",BUF,1,1,4,4.0,1,4,0,0.4,0,0,1
"Todd Yoder, TE",WSH,1,3,4,4.0,1,4,0,0.3,0,0,1
"Chris Brown, RB",TEN,2,9,4,2.0,0,4,0,0.8,0,1,0
"Earnest Graham, RB",TB,1,3,4,4.0,0,4,0,0.3,0,0,0
"Glenn Holt, WR",CIN,1,2,3,3.0,0,3,0,0.3,0,6,0
"Travis Minor, RB",MIA,3,3,2,.7,0,4,0,0.1,0,7,0
"Dan Klecko, FB",IND,1,1,2,2.0,1,2,0,0.2,0,0,1
"Brian Kozlowski, TE",WSH,1,2,1,1.0,0,1,0,0.3,0,2,0
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Michael Vick, QB",ATL,1,1,1,1.0,0,1,0,0.1,0,8,0
"Clarence Moore, WR",BAL,2,6,1,.5,1,4,0,0.1,0,0,1
"Kevin Everett, TE",BUF,1,1,1,1.0,0,1,0,0.1,0,0,0
"Jeff King, TE",CAR,1,4,1,1.0,1,1,0,0.1,0,0,1
"Chris Hetherington, FB",SF,2,2,0,.0,0,0,0,0.0,0,2,0
"Eric Beverly, TE",ATL,1,1,0,.0,0,0,0,0.0,0,3,0
"DeAngelo Hall, DB",ATL,1,1,0,.0,0,0,0,0.0,1,2,0
"Rex Grossman, QB",CHI,1,1,-4,-4.0,0,-4,0,-0.3,0,9,0
"Damon Huard, QB",KC,2,2,-6,-3.0,0,-2,0,-0.6,1,8,0
