RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Trung Canidate, RB",WSH,10,0,71,7.1,1,25,1,6.5,0,0,4
 ,"Bryan Johnson, FB",WSH,9,0,71,7.9,0,19,0,4.4,0,0,3
280,"O.J. Santiago, TE",OAK,5,0,69,13.8,0,36,1,5.8,0,0,2
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
281,"Olandis Gary, RB",DET,13,0,69,5.3,0,13,0,5.3,0,0,3
 ,"Clarence Coleman, WR",BUF,8,0,69,8.6,0,12,0,4.9,0,0,5
283,"Todd Yoder, TE",TB,7,0,68,9.7,2,20,1,4.3,0,0,6
284,"Jimmy Redmond, WR",JAX,3,0,67,22.3,0,29,2,5.6,0,0,3
285,"Keith Heinrich, TE",CLE,8,0,64,8.0,2,17,0,9.1,0,0,5
286,"Lorenzo Neal, FB",SD,16,0,62,3.9,0,11,0,3.9,0,0,2
 ,"Alan Ricard, RB",BAL,9,0,62,6.9,0,15,0,3.9,0,0,4
 ,"Dominic Rhodes, RB",IND,6,0,62,10.3,1,27,1,5.6,0,0,3
 ,"Joe Burns, RB",BUF,7,0,62,8.9,0,14,0,3.9,0,0,3
 ,"Shaun McDonald, WR",STL,10,0,62,6.2,0,13,0,7.8,1,0,4
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
291,"Alex Bannister, WR",SEA,3,0,61,20.3,1,31,2,3.8,0,0,3
 ,"Chris Brown, RB",TEN,8,0,61,7.6,0,11,0,5.5,0,0,5
 ,"Quentin Griffin, RB",DEN,8,0,61,7.6,0,24,1,6.1,0,0,4
294,"David Allen, RB",JAX,6,0,60,10.0,1,31,1,4.3,0,0,3
295,"Lamar Gordon, RB",STL,8,0,59,7.4,0,21,1,5.9,0,0,2
296,"James Hodgins, RB",ARI,14,0,58,4.1,2,9,0,3.6,1,0,2
297,"Verron Haynes, FB",PIT,7,0,57,8.1,0,13,0,4.8,1,0,2
298,"Visanthe Shiancoe, TE",NYG,10,0,56,5.6,2,10,0,3.5,0,0,4
299,"Walter Rasby, TE",NO,6,0,55,9.2,0,17,0,3.4,0,0,3
 ,"Rabih Abdullah, RB",CHI,8,0,55,6.9,0,17,0,3.7,0,0,3
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Stacey Mack, RB",HOU,9,0,55,6.1,0,10,0,6.9,1,0,3
 ,"Kendall Newson, WR",MIA,2,0,55,27.5,0,37,1,9.2,0,0,2
303,"Jesse Chatman, RB",SD,5,0,54,10.8,0,23,1,3.4,0,0,1
304,"Dwayne Carswell, OG",DEN,6,0,53,8.8,1,19,0,3.3,0,0,3
 ,"Zack Crockett, RB",OAK,7,0,53,7.6,0,16,0,3.3,0,0,2
 ,"Obafemi Ayanbadejo, RB",MIA,12,0,53,4.4,0,12,0,3.3,1,0,3
 ,"Mike Anderson, RB",DEN,12,0,53,4.4,2,18,0,4.4,0,0,3
 ,"Jason McAddley, WR",ARI,4,0,53,13.3,0,25,1,26.5,0,0,3
 ,"David Kircus, WR",DET,3,0,53,17.7,0,19,0,10.6,0,0,3
310,"Eddie Berlin, WR",TEN,1,0,50,50.0,1,50,1,3.6,0,0,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Ahmad Merritt, WR",CHI,3,0,50,16.7,0,25,2,3.3,0,0,2
 ,"William Green, RB",CLE,10,0,50,5.0,0,12,0,7.1,0,0,2
313,"Oronde Gadsden, WR",MIA,4,0,48,12.0,0,23,1,8.0,0,0,4
 ,"Aaron Stecker, RB",TB,9,0,48,5.3,1,14,0,3.0,0,0,2
 ,"Robert Royal, TE",WSH,5,0,48,9.6,0,20,1,8.0,1,0,3
316,"Shawn Jefferson, WR",DET,6,0,46,7.7,0,13,0,6.6,0,0,2
 ,"Zuriel Smith, WR",DAL,3,0,46,15.3,0,32,1,5.1,0,0,1
318,"Paul Smith, RB",DET,5,0,45,9.0,0,12,0,6.4,0,0,3
319,"Rickey Dudley, TE",TB,7,0,42,6.0,1,9,0,6.0,0,0,3
320,"Ryan Neufeld, FB",BUF,3,0,41,13.7,0,25,1,2.6,0,0,2
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
321,"Moran Norris, RB",HOU,7,0,40,5.7,0,11,0,2.5,0,0,1
 ,"Artose Pinner, RB",DET,5,0,40,8.0,0,21,1,13.3,0,0,2
323,"Dorsey Levens, RB",NYG,5,0,39,7.8,0,11,0,3.5,0,0,2
 ,"Warren Sapp, DT",TB,4,0,39,9.8,2,18,0,2.6,0,0,4
325,"Brian Mitchell, RB",NYG,4,0,38,9.5,0,11,0,2.4,0,0,1
 ,"J.J. Stokes, WR",NE/JAX,2,0,38,19.0,0,31,1,19.0,0,0,2
 ,"Najeh Davenport, RB",GB,6,0,38,6.3,0,12,0,2.5,0,0,2
 ,"Edell Shepherd, WR",TB,4,0,38,9.5,0,14,0,19.0,0,0,2
329,"Taylor Jacobs, WR",WSH,3,0,37,12.3,1,19,0,4.6,0,0,1
 ,"Brock Forsey, RB",CHI,3,0,37,12.3,0,22,1,3.4,0,0,3
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
331,"Chris Cole, WR",DEN,3,0,36,12.0,0,18,0,3.3,0,0,2
 ,"Anthony Thomas, RB",CHI,9,0,36,4.0,0,9,0,2.8,0,0,1
 ,"Damien Anderson, RB",ARI,6,0,36,6.0,0,11,0,2.3,0,0,3
334,"Jason Dunn, TE",KC,5,0,35,7.0,3,15,0,2.2,0,0,5
 ,"Mike Seidman, TE",CAR,5,0,35,7.0,0,14,0,2.9,0,0,2
 ,"Sam Aiken, WR",BUF,3,0,35,11.7,0,19,0,7.0,0,0,2
 ,"Willie Ponder, WR",NYG,7,0,35,5.0,0,16,0,8.8,0,0,1
338,"Heath Evans, FB",SEA,2,0,34,17.0,0,20,1,2.4,0,0,2
 ,"Jeb Putzier, TE",DEN,4,0,34,8.5,0,13,0,8.5,0,0,3
340,"Adrian Murrell, RB",DAL,4,0,32,8.0,0,14,0,10.7,0,0,2
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Maurice Morris, RB",SEA,4,0,32,8.0,1,13,0,2.0,0,0,2
342,"Ronald Curry, WR",OAK,5,0,31,6.2,0,16,0,1.9,0,0,1
343,"Patrick Hape, TE",DEN,3,0,30,10.0,0,12,0,1.9,0,0,2
 ,"Chris Luzar, TE",JAX,3,0,30,10.0,0,21,1,2.7,0,0,1
 ,"Charles Stackhouse, RB",MIN,6,0,30,5.0,0,10,0,2.1,0,0,1
 ,"Avon Cobourne, RB",DET,4,0,30,7.5,0,13,0,4.3,0,0,0
347,"Byron Chamberlain, TE",MIN/WSH,4,0,29,7.3,0,15,0,7.3,0,0,1
 ,"Kevin Swayne, WR",NYJ,2,0,29,14.5,1,27,1,1.9,0,0,1
 ,"Frisman Jackson, WR",CLE,2,0,29,14.5,0,19,0,5.8,0,0,1
 ,"Talman Gardner, WR",NO,3,0,29,9.7,0,11,0,2.9,0,0,2
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Chad Mustard, TE",CLE,4,0,29,7.3,0,12,0,2.9,0,0,2
352,"Terrelle Smith, FB",NO,6,0,28,4.7,0,8,0,1.9,0,0,0
353,"Reggie Barlow, WR",TB,3,0,27,9.0,1,13,0,2.5,1,0,1
 ,"Karl Hankton, WR",CAR,2,0,27,13.5,0,15,0,1.9,0,0,2
355,"Hunter Goodwin, TE",MIN,4,0,26,6.5,0,12,0,1.6,0,0,1
356,"Tony Hollings, RB",HOU,2,0,25,12.5,0,19,0,1.8,1,0,1
357,"John Avery, RB",MIN,2,0,24,12.0,1,13,0,4.0,0,0,2
358,"Chris Hetherington, FB",OAK,2,0,23,11.5,0,17,0,1.6,0,0,1
 ,"Kevin Kasper, WR",ARI,1,0,23,23.0,0,23,1,3.3,0,0,1
 ,"Joe Dean Davenport, TE",IND,3,0,23,7.7,0,9,0,1.4,0,0,2
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
361,"Patrick Pass, FB",NE,4,0,21,5.3,0,11,0,1.6,0,0,1
 ,"Drew Brees, QB",SD,1,0,21,21.0,1,21,1,1.9,0,0,1
 ,"John Simon, RB",WSH,3,0,21,7.0,0,12,0,5.3,0,0,1
364,"Billy Baber, TE",KC,1,0,20,20.0,0,20,1,1.3,0,0,1
365,"Omar Easy, RB",KC,3,0,19,6.3,0,8,0,1.3,0,0,0
366,"John St. Clair, OT",STL,1,0,18,18.0,0,18,0,1.1,0,0,1
 ,"Kevin Walter, WR",CIN,3,0,18,6.0,0,9,0,1.6,0,0,1
368,"Jonathan Wells, RB",HOU,2,0,17,8.5,0,12,0,1.3,0,0,1
 ,"Lee Mays, WR",PIT,2,0,17,8.5,0,9,0,1.1,0,0,1
 ,"Doug Gabriel, WR",OAK,1,0,17,17.0,0,17,0,1.4,0,0,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Kevin Ware, TE",WSH,3,0,17,5.7,0,7,0,1.5,0,0,0
372,"Darnell Dinkins, TE",NYG,2,0,16,8.0,0,10,0,2.3,0,0,1
373,"Kevin Dyson, WR",CAR,2,0,15,7.5,0,9,0,15.0,0,0,1
 ,"Keenan Howry, WR",MIN,2,0,15,7.5,0,8,0,0.9,0,0,1
 ,"Will Heller, TE",TB,2,0,15,7.5,1,11,0,0.0,0,0,2
376,"Travis Minor, RB",MIA,4,0,13,3.3,0,12,0,0.8,0,0,1
 ,"Kevin Curtis, WR",STL,4,0,13,3.3,0,8,0,3.3,0,0,1
 ,"Sultan McCullough, RB",WSH,3,0,13,4.3,0,8,0,13.0,0,0,0
379,"Mark Bruener, TE",PIT,2,0,12,6.0,1,11,0,0.9,0,0,1
 ,"Fred McCrary, RB",NE,2,0,12,6.0,0,9,0,2.0,0,0,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Nicolas Luchey, RB",GB,1,0,12,12.0,0,12,0,1.1,0,0,1
 ,"Ron Johnson, WR",BAL,1,0,12,12.0,0,12,0,2.0,0,0,1
383,"Ki-Jana Carter, RB",NO,1,0,11,11.0,0,11,0,1.4,0,0,1
 ,"Rod Smart, RB",CAR,3,0,11,3.7,0,5,0,0.7,0,0,1
385,"Scott McGarrahan, DB",TEN,1,0,10,10.0,0,10,0,0.6,0,0,1
 ,"Cliff Russell, WR",WSH,2,0,10,5.0,0,7,0,3.3,0,0,0
 ,"Adrian Madise, WR",DEN,2,0,10,5.0,0,5,0,0.9,0,0,0
 ,"Terrence Edwards, WR",ATL,1,0,10,10.0,0,10,0,1.7,0,0,1
389,"Aaron Shea, TE",CLE,2,0,9,4.5,0,7,0,2.3,0,0,0
 ,"Jamar Martin, RB",DAL,2,0,9,4.5,0,6,0,0.6,0,0,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Josh Scobey, RB",ARI,1,0,9,9.0,0,9,0,0.6,0,0,0
392,"Jeff Robinson, LS",DAL,2,0,8,4.0,2,5,0,0.5,0,0,2
 ,"Mike Cloud, RB",NE,1,0,8,8.0,0,8,0,1.6,0,0,0
 ,"Doug Chapman, RB",MIN,1,0,8,8.0,0,8,0,2.0,0,0,1
 ,"Joey Harrington, QB",DET,1,0,8,8.0,0,8,0,0.5,0,0,0
396,"Larry Foster, WR",ARI,1,0,7,7.0,0,7,0,7.0,0,0,0
 ,"Delvin Joyce, RB",NYG,3,0,7,2.3,0,5,0,0.4,0,0,0
 ,"Derrick Lewis, WR",NO,1,0,7,7.0,0,7,0,2.3,0,0,1
399,"Marcus Coleman, DB",HOU,1,0,6,6.0,0,6,0,0.4,0,0,0
 ,"Jeff Garcia, QB",SF,1,0,6,6.0,0,6,0,0.5,0,0,0
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
401,"J.R. Redmond, RB",OAK,1,0,6,6.0,0,6,0,6.0,0,0,0
 ,"Cooper Carlisle, OG",DEN,1,0,6,6.0,1,6,0,0.4,0,0,1
 ,"Darian Barnes, RB",TB,1,0,6,6.0,0,6,0,0.4,0,0,1
 ,"Spencer Nead, TE",STL,1,0,6,6.0,0,6,0,0.6,0,0,0
405,"James Fenderson, RB",NO,1,0,5,5.0,0,5,0,0.6,0,0,0
 ,"Adrian Peterson, RB",CHI,1,0,5,5.0,0,5,0,0.8,0,0,0
 ,"Reno Mahe, RB",PHI,1,0,5,5.0,0,5,0,2.5,0,0,0
408,"Steve McNair, QB",TEN,1,0,4,4.0,0,4,0,0.3,0,0,0
 ,"Deltha O'Neal, CB",DEN,2,0,4,2.0,0,3,0,0.3,0,0,0
410,"George Layne, RB",ATL,1,0,3,3.0,0,3,0,1.0,0,0,0
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Ifeanyi Ohalete, SS",WSH,1,0,3,3.0,0,3,0,0.2,0,0,1
412,"Lamar Smith, RB",NO,1,0,2,2.0,0,2,0,0.5,0,0,0
 ,"Chris Fuamatu-Ma'afala, RB",JAX,1,0,2,2.0,0,2,0,0.2,0,0,0
 ,"Stephen Trejo, RB",DET,1,0,2,2.0,0,2,0,0.1,0,0,1
 ,"R.J. Bowers, RB",CLE,1,0,2,2.0,1,2,0,2.0,0,0,1
 ,"Larry Johnson, RB",KC,1,0,2,2.0,0,2,0,0.3,0,0,0
 ,"Billy McMullen, WR",PHI,1,0,2,2.0,0,2,0,0.4,0,0,0
 ,"Justin Fargas, RB",OAK,2,0,2,1.0,0,6,0,0.2,0,0,0
 ,"Brad Pyatt, WR",IND,1,0,2,2.0,0,2,0,0.3,0,0,0
420,"Jonathan Ogden, OT",BAL,1,0,1,1.0,1,1,0,0.1,0,0,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
421,"Joe Andruzzi, OG",NE,1,0,0,.0,0,0,0,0.0,1,0,0
 ,"Lee Suggs, RB",CLE,2,0,0,.0,0,1,0,0.0,0,0,0
423,"Peyton Manning, QB",IND,1,0,-2,-2.0,0,-2,0,-0.1,0,0,0
424,"Tim Couch, QB",CLE,1,0,-3,-3.0,0,-3,0,-0.3,0,0,0
425,"James Mungro, RB",IND,1,0,-4,-4.0,0,-4,0,-0.6,0,0,0
426,"Dave Ragone, QB",HOU,1,0,-5,-5.0,0,-5,0,-2.5,0,0,0
427,"Adam Timmerman, OG",STL,1,0,-7,-7.0,0,-7,0,-0.4,0,0,0
 ,"Donovan McNabb, QB",PHI,1,0,-7,-7.0,0,-7,0,-0.4,0,0,0
429,"Olin Kreutz, C",CHI,1,0,-8,-8.0,0,-8,0,-0.5,0,0,0
