PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jarrett Payton, RB",TEN,6,0,30,5.0,0,9,0,2.3,0,0,0
"Dwayne Blakley, TE",ATL,4,0,30,7.5,1,10,0,1.9,0,0,3
"Teyo Johnson, TE",ARI,3,0,29,9.7,0,13,0,4.8,0,0,0
"Jeff Robinson, LS",STL,1,0,28,28.0,0,28,1,5.6,0,0,1
"James Mungro, RB",IND,3,0,28,9.3,0,17,0,2.3,0,0,1
"Javon Walker, WR",GB,4,0,27,6.8,0,9,0,27.0,0,0,2
"Brian Kozlowski, TE",WSH,2,0,26,13.0,0,18,0,1.6,0,0,1
"Chris Hetherington, FB",SF,5,0,26,5.2,0,11,0,1.6,0,0,1
"Tony Stewart, TE",CIN,4,0,26,6.5,0,10,0,1.9,0,0,1
"Matt Murphy, TE",HOU,2,0,26,13.0,0,14,0,2.9,0,0,2
"Lee Suggs, RB",CLE,6,0,26,4.3,0,8,0,3.3,0,0,0
"Donnie Nickey, S",TEN,1,0,26,26.0,0,26,1,1.6,0,0,1
"Dante Ridgeway, WR",NYJ,2,0,26,13.0,0,17,0,3.3,0,0,0
"Derrick Wimbush, FB",JAX,5,0,26,5.2,0,6,0,1.9,0,0,2
"Dez White, WR",ATL,2,0,25,12.5,1,14,0,4.2,0,0,2
"Dan Campbell, TE",DAL,3,0,24,8.0,1,18,0,1.5,0,0,2
"Dee Brown, RB",KC,3,0,23,7.7,1,9,0,2.9,0,0,2
"Rock Cartwright, RB",WSH,2,0,23,11.5,0,17,0,1.4,0,0,1
"Mark Bruener, TE",HOU,2,0,22,11.0,0,19,0,1.4,0,0,1
"Darius Watts, WR",DEN,2,0,22,11.0,0,12,0,3.7,0,0,2
"Wesley Duke, TE",DEN,2,0,22,11.0,1,21,1,7.3,0,0,2
"Steve Bush, RB",SF,3,0,21,7.0,0,10,0,1.4,0,0,2
"Roland Williams, TE",STL,3,0,21,7.0,0,12,0,5.3,0,0,1
"Kassim Osgood, WR",SD,2,0,21,10.5,0,15,0,1.8,0,0,2
"Tab Perry, WR",CIN,4,0,21,5.3,1,13,0,1.3,0,0,2
"Gabe Reid, TE",CHI,3,0,20,6.7,0,10,0,1.3,0,0,2
"Joe Burns, RB",BUF,1,0,19,19.0,1,19,0,1.2,0,0,1
"Walter Williams, RB",GB,1,0,19,19.0,0,19,0,9.5,0,0,1
"Vonta Leach, FB",GB,5,0,19,3.8,0,9,0,1.2,0,0,0
"Jerome Pathon, WR",ATL,1,0,18,18.0,0,18,0,2.0,0,0,1
"Alan Ricard, RB",BAL,2,0,18,9.0,0,11,0,9.0,0,0,1
"Jimmy Farris, WR",WSH,1,0,18,18.0,0,18,0,4.5,0,0,1
"Richard Owens, TE",MIN,2,0,18,9.0,0,12,0,1.1,0,0,1
"Cameron Cleeland, TE",STL,5,0,17,3.4,1,9,0,1.9,0,0,3
"Ron Dayne, RB",DEN,3,0,17,5.7,0,7,0,1.7,1,0,0
"Heath Evans, FB",MIA/NE,4,0,17,4.3,0,5,0,2.8,0,0,0
"Derrick Blaylock, RB",NYJ,3,0,17,5.7,0,10,0,2.4,0,0,0
"LaBrandon Toefield, RB",JAX,3,0,17,5.7,0,11,0,1.9,0,0,1
"Cecil Sapp, FB",DEN,2,0,17,8.5,0,12,0,1.1,0,0,1
"Tim Euhus, TE",BUF,3,0,17,5.7,0,9,0,1.5,0,0,1
"Tyson Thompson, RB",DAL,3,0,16,5.3,0,8,0,1.1,0,0,0
"Paul Irons, TE",CLE,2,0,16,8.0,0,14,0,8.0,0,0,1
"Troy Edwards, WR",DET,2,0,15,7.5,0,8,0,5.0,0,0,1
"Bryan Johnson, FB",CHI,5,0,15,3.0,0,7,0,2.1,0,0,1
"Jason McKie, FB",CHI,4,0,15,3.8,0,11,0,1.9,0,0,1
"Cortez Hankton, WR",JAX,3,0,15,5.0,0,8,0,2.5,0,0,0
"Ronnie Cruz, RB",KC,1,0,15,15.0,0,15,0,1.1,0,0,1
"Brett Pierce, TE",DAL,2,0,15,7.5,0,10,0,1.5,0,0,1
"Jason Wright, RB",CLE,3,0,15,5.0,0,15,0,5.0,0,0,1
"Robert Johnson, TE",WSH,1,0,14,14.0,0,14,0,7.0,0,0,1
"Damien Nash, RB",TEN,3,0,14,4.7,0,7,0,4.7,0,0,0
"Ovie Mughelli, FB",BAL,3,0,13,4.3,0,6,0,1.0,1,0,0
"Derrick Ward, RB",NYG,2,0,13,6.5,0,8,0,0.9,0,0,0
"Gregg Guenther, TE",TEN,2,0,13,6.5,0,8,0,2.6,0,0,1
"Dominique Thompson, WR",STL,1,0,13,13.0,0,13,0,6.5,0,0,0
"Fred McCrary, RB",ATL,3,0,12,4.0,0,11,0,0.8,0,0,1
"Fred Beasley, RB",SF,2,0,12,6.0,0,6,0,1.3,0,0,0
"Ronald Curry, WR",OAK,2,0,12,6.0,0,8,0,6.0,0,0,1
"Leonard Weaver, FB",SEA,1,0,12,12.0,0,12,0,0.8,0,0,1
"Aveion Cason, RB",STL,1,0,11,11.0,0,11,0,5.5,0,0,1
"B.J. Askew, FB",NYJ,1,0,11,11.0,0,11,0,1.1,0,0,1
"Richard Angulo, TE",MIN,1,0,11,11.0,0,11,0,5.5,0,0,1
"Glenn Martinez, WR",DET,1,0,11,11.0,0,11,0,2.2,0,0,0
"Ran Carthon, RB",IND,1,0,10,10.0,0,10,0,1.7,0,0,1
"Darren Sproles, RB",SD,3,0,10,3.3,0,6,0,0.7,0,0,0
"Ryan Neufeld, FB",BUF,1,0,9,9.0,0,9,0,0.7,0,0,0
"Eddie Berlin, WR",CHI,2,0,9,4.5,0,9,0,1.8,0,0,0
"Justin Fargas, RB",OAK,1,0,9,9.0,0,9,0,0.6,0,0,0
"Anthony Thomas, RB",DAL/NO,2,0,8,4.0,0,6,0,2.0,0,0,0
"Ben Hartsock, TE",IND,2,0,8,4.0,0,7,0,1.1,0,0,1
"Trent Smith, TE",SF,3,0,7,2.3,0,6,0,1.4,0,0,0
"Ryan Moats, RB",PHI,4,0,7,1.8,0,9,0,1.0,0,0,0
"Joshua Cribbs, WR",CLE,1,0,7,7.0,0,7,0,0.5,0,0,0
"Mike Bartrum, TE",PHI,2,0,6,3.0,2,3,0,0.4,0,0,2
"Matt Kranchick, TE",NYG/PIT,1,0,6,6.0,0,6,0,1.5,0,0,0
"O.J. Small, WR",TEN,1,0,6,6.0,0,6,0,3.0,0,0,0
"Dave Moore, TE",TB,1,0,5,5.0,0,5,0,0.3,0,0,1
"Amos Zereoue, RB",NE,1,0,5,5.0,0,5,0,1.7,0,0,0
"Anthony Thomas, RB",DAL/NO,2,0,5,2.5,0,5,0,1.0,0,0,0
"Musa Smith, RB",BAL,3,0,5,1.7,0,4,0,5.0,0,0,0
"ReShard Lee, RB",GB,1,0,5,5.0,0,5,0,0.7,0,0,0
"Terrance Copper, WR",DAL,1,0,5,5.0,0,5,0,0.3,0,0,1
"Jason Peters, OT",BUF,2,0,5,2.5,1,4,0,0.3,0,0,1
"Mike Vrabel, LB",NE,3,0,4,1.3,3,2,0,0.3,0,0,3
"Moran Norris, RB",HOU,1,0,4,4.0,1,4,0,0.3,0,0,1
"Jarrod Baxter, RB",ARI,1,0,4,4.0,0,4,0,0.5,0,0,0
"Dwayne Carswell, OG",DEN,2,0,3,1.5,2,2,0,0.4,0,0,2
"Najeh Davenport, RB",GB,2,0,3,1.5,0,2,0,0.6,0,0,0
"Sean Berton, TE",NYG,1,0,3,3.0,0,3,0,0.2,0,0,0
"Cedric Benson, RB",CHI,1,0,3,3.0,0,3,0,0.3,0,0,0
"Alex Holmes, TE",MIA,1,0,2,2.0,0,2,0,0.3,0,0,0
"Marc Bulger, QB",STL,1,0,1,1.0,0,1,0,0.1,0,0,0
"John Gilmore, TE",CHI,1,0,1,1.0,1,1,0,0.1,0,0,1
"Tom Ashworth, OT",NE,1,0,1,1.0,1,1,0,0.1,0,0,1
"Will Heller, TE",MIA/TB,1,0,1,1.0,1,1,0,0.0,0,0,1
"Kurt Warner, QB",ARI,1,0,0,.0,0,0,0,0.0,0,0,0
"Travis Minor, RB",MIA,1,0,0,.0,0,0,0,0.0,0,0,0
"Jeff Faine, C",CLE,1,0,-1,-1.0,0,-1,0,-0.1,0,0,0
"Vince Manuwai, OG",JAX,1,0,-1,-1.0,0,-1,0,-0.1,0,0,0
"Rasheed Marshall, WR",SF,1,0,-1,-1.0,0,-1,0,-0.1,0,0,0
"Chris Simms, QB",TB,1,0,-3,-3.0,0,-3,0,-0.3,0,0,0
"Joey Harrington, QB",DET,1,0,-4,-4.0,0,-4,0,-0.3,0,0,0
"Michael Roos, OT",TEN,1,0,-7,-7.0,0,-7,0,-0.4,0,0,0
"Michael Vick, QB",ATL,1,0,-14,-14.0,0,-14,0,-0.9,0,0,0
