PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Brian Quick, WR",STL,25,39,375,15.0,3,51,5,53.6,0,79,19
"Marshawn Lynch, RB",SEA,37,48,367,9.9,4,39,5,22.9,2,373,16
"Luke Willson, TE",SEA,22,40,362,16.5,3,80,7,24.1,0,220,14
"Benjamin Cunningham, RB",STL,45,54,352,7.8,1,19,0,22.0,1,277,21
"John Carlson, TE",ARI,33,54,350,10.6,1,32,4,21.9,0,156,17
"Percy Harvin, WR",NYJ/SEA,29,52,350,12.1,1,45,5,43.8,0,157,15
"Giovani Bernard, RB",CIN,43,59,349,8.1,2,46,4,26.8,0,306,13
"Jace Amaro, TE",NYJ,38,53,345,9.1,2,43,4,24.6,1,148,20
"Brent Celek, TE",PHI,32,53,340,10.6,1,37,6,21.3,1,150,16
"Victor Cruz, WR",NYG,23,41,337,14.7,1,61,7,56.2,0,186,13
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Damaris Johnson, WR",HOU,31,50,331,10.7,1,44,4,20.7,1,142,15
"Arian Foster, RB",HOU,38,59,327,8.6,5,56,3,25.2,0,267,15
"C.J. Anderson, RB",DEN,34,44,324,9.5,2,51,4,21.6,1,273,13
"Andrew Quarless, TE",GB,29,46,323,11.1,3,34,3,20.2,0,162,20
"Joique Bell, RB",DET,34,52,322,9.5,1,28,3,21.5,0,337,14
"Theo Riddick, RB",DET,34,50,316,9.3,4,41,3,22.6,0,281,14
"Bobby Rainey, RB",TB,33,45,315,9.5,1,34,2,21.0,2,285,12
"Jeremy Ross, WR",CHI/DET,24,36,314,13.1,1,59,4,19.6,1,128,15
"Travis Benjamin, WR",CLE,18,46,314,17.4,3,43,8,19.6,0,50,14
"Matt Asiata, RB",MIN,44,63,312,7.1,1,41,2,20.8,0,330,7
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Josh Gordon, WR",CLE,24,47,303,12.6,0,32,3,60.6,0,169,16
"Ahmad Bradshaw, RB",IND,38,48,300,7.9,6,22,2,30.0,0,343,20
"Travaris Cadet, RB",NO,38,51,296,7.8,1,31,3,19.7,1,236,15
"Philly Brown, WR",CAR,21,36,296,14.1,2,47,3,22.8,0,49,12
"Brandon Gibson, WR",MIA,29,51,295,10.2,1,40,1,21.1,2,104,15
"Brandon Lloyd, WR",SF,14,35,294,21.0,1,80,5,21.0,0,79,11
"Jamaal Charles, RB",KC,40,59,291,7.3,5,30,3,19.4,1,315,15
"Clay Harbor, TE",JAX,26,35,289,11.1,1,59,5,22.2,0,180,12
"Dion Sims, TE",MIA,24,36,284,11.8,2,38,3,20.3,0,101,13
"Brice Butler, WR",OAK,21,35,280,13.3,2,55,2,18.7,0,79,14
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Lamar Miller, RB",MIA,38,52,275,7.2,1,20,1,17.2,1,240,10
"Paul Richardson, WR",SEA,29,43,271,9.3,1,32,3,18.1,0,46,15
"Branden Oliver, RB",SD,36,45,271,7.5,1,50,3,19.4,0,337,11
"Kamar Aiken, WR",BAL,24,32,267,11.1,3,24,2,16.7,0,60,15
"Marcel Reece, RB",OAK,37,59,265,7.2,1,19,0,17.7,0,176,12
"Justin Forsett, RB",BAL,44,59,263,6.0,0,26,3,16.4,0,299,10
"Albert Wilson, WR",KC,16,28,260,16.3,0,48,4,21.7,0,127,12
"Lance Kendricks, TE",STL,27,38,259,9.6,5,23,3,16.2,0,102,17
"Tim Wright, TE",NE,26,33,259,10.0,6,30,3,16.2,0,101,18
"Chase Ford, TE",MIN,23,35,258,11.2,1,22,3,23.5,0,66,15
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Marlon Brown, WR",BAL,24,31,255,10.6,0,22,1,18.2,0,100,16
"Derek Hagan, WR",TEN,19,33,254,13.4,1,38,5,15.9,0,36,10
"Reggie Bush, RB",DET,40,56,253,6.3,0,28,3,23.0,0,235,13
"Eric Ebron, TE",DET,25,49,248,9.9,1,22,1,19.1,0,116,14
"Jeff Cumberland, TE",NYJ,23,46,247,10.7,3,28,4,15.4,0,92,12
"Vernon Davis, TE",SF,26,50,245,9.4,2,29,2,17.5,0,54,11
"Jim Dray, TE",CLE,17,28,242,14.2,1,31,5,15.1,0,111,12
"Tavon Austin, WR",STL,31,44,242,7.8,0,28,2,16.1,0,168,12
"Levine Toilolo, TE",ATL,31,54,238,7.7,2,20,1,14.9,1,85,15
"Kyle Rudolph, TE",MIN,24,34,231,9.6,2,23,2,25.7,1,119,13
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Trent Richardson, RB",IND,27,34,229,8.5,0,24,3,15.3,0,231,9
"Jaron Brown, WR",ARI,22,32,229,10.4,2,26,4,14.3,1,64,14
"Anthony Fasano, TE",KC,25,37,226,9.0,4,22,2,15.1,0,88,15
"Rashad Jennings, RB",NYG,30,41,226,7.5,0,27,2,20.5,1,288,8
"Ladarius Green, TE",SD,19,23,226,11.9,0,28,5,16.1,0,119,12
"Richard Rodgers, TE",GB,20,30,225,11.3,2,43,3,14.1,0,42,9
"Devonta Freeman, RB",ATL,30,38,225,7.5,1,36,1,14.1,0,178,8
"Antone Smith, RB",ATL,13,15,222,17.1,3,74,3,22.2,0,232,5
"Austin Seferian-Jenkins, TE",TB,21,37,221,10.5,2,30,3,24.6,1,39,12
"Lance Dunbar, RB",DAL,18,22,217,12.1,0,40,4,13.6,0,194,11
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Nick Toon, WR",NO,17,23,215,12.6,1,24,3,26.9,1,40,13
"Jeremy Hill, RB",CIN,27,32,215,8.0,0,38,1,13.4,1,210,7
"Darren McFadden, RB",OAK,36,55,212,5.9,0,23,2,13.3,0,258,8
"Corey Fuller, WR",DET,14,30,212,15.1,1,52,3,13.3,1,37,11
"Donald Brown, RB",SD,29,41,211,7.3,0,24,2,16.2,0,284,7
"Kenbrell Thompkins, WR",OAK/NE,15,37,209,13.9,0,50,2,17.4,0,71,10
"Rhett Ellison, RB",MIN,19,26,208,10.9,1,40,3,13.0,0,151,12
"Marcedes Lewis, TE",JAX,18,31,206,11.4,2,63,3,25.8,0,149,10
"Jason Avant, WR",KC/CAR,21,40,201,9.6,1,22,3,18.3,0,96,10
"Danny Amendola, WR",NE,27,44,200,7.4,1,21,1,12.5,0,66,12
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Lance Moore, WR",PIT,14,27,198,14.1,2,29,4,14.1,0,54,11
"Jordan Todman, RB",JAX,25,38,198,7.9,1,26,2,12.4,0,171,6
"Dexter McCluster, WR",TEN,26,36,197,7.6,1,25,2,14.1,0,150,9
"Garrett Graham, TE",HOU,18,28,197,10.9,1,26,2,17.9,0,64,10
"Ricardo Lockette, WR",SEA,11,15,195,17.7,2,48,3,12.2,0,71,5
"Brandon Tate, WR",CIN,17,26,193,11.4,1,50,1,12.1,0,64,12
"Ted Ginn, WR",ARI,14,26,190,13.6,0,27,3,11.9,0,49,9
"Brandon Myers, TE",TB,22,31,190,8.6,0,26,3,13.6,0,66,8
"Charles Sims, RB",TB,19,27,190,10.0,0,24,2,23.8,0,196,6
"Bruce Miller, RB",SF,18,25,189,10.5,2,22,2,11.8,0,131,11
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Daniel Fells, TE",NYG,16,20,188,11.8,4,27,3,11.8,1,90,12
"Damien Williams, RB",MIA,21,27,187,8.9,1,32,3,11.7,0,139,13
"Toby Gerhart, RB",JAX,20,24,186,9.3,0,26,2,13.3,0,234,10
"Robert Turbin, RB",SEA,16,20,186,11.6,2,34,3,11.6,0,151,9
"Cooper Helfet, TE",SEA,12,24,185,15.4,2,36,5,18.5,0,70,9
"Kyle Juszczyk, RB",BAL,19,27,182,9.6,1,33,2,11.4,2,172,6
"Jonathan Stewart, RB",CAR,25,31,181,7.2,1,22,1,13.9,0,201,7
"Donnie Avery, WR",KC,15,25,176,11.7,0,27,3,29.3,1,40,8
"Bryce Brown, RB",BUF,16,25,176,11.0,0,40,1,25.1,0,185,8
"Josh Hill, TE",NO,14,20,176,12.6,5,37,2,11.0,0,101,9
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jacquizz Rodgers, RB",ATL,29,40,173,6.0,1,14,0,10.8,0,161,9
"Daniel Herron, RB",IND,21,26,173,8.2,0,26,4,10.8,1,156,7
"Greg Salas, WR",NYJ,8,24,167,20.9,0,51,4,16.7,0,117,6
"Leon Washington, RB",TEN,22,30,159,7.2,2,25,1,9.9,0,145,8
"Chris Givens, WR",STL,11,21,159,14.5,1,47,3,11.4,0,39,5
"Dontrelle Inman, WR",SD,12,17,158,13.2,0,28,1,22.6,0,14,7
"Gary Barnidge, TE",CLE,13,25,156,12.0,0,28,1,12.0,0,47,9
"De'Anthony Thomas, RB",KC,23,31,156,6.8,0,30,1,13.0,0,171,7
"LeSean McCoy, RB",PHI,28,37,155,5.5,0,18,0,9.7,1,183,10
"Alfred Morris, RB",WSH,17,26,155,9.1,0,26,2,9.7,0,147,8
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Jason Avant, WR",KC/CAR,13,21,152,11.7,0,41,1,30.4,0,59,9
"Zac Stacy, RB",STL,18,23,152,8.4,0,17,0,11.7,0,133,9
"Chris Johnson, RB",NYJ,24,34,151,6.3,1,26,1,9.4,0,155,9
"Brenton Bersin, WR",CAR,13,20,151,11.6,1,29,2,10.1,0,38,11
"Steven Jackson, RB",ATL,20,27,148,7.4,0,17,0,9.9,0,125,6
"Tre Mason, RB",STL,16,26,148,9.3,1,35,2,12.3,0,134,8
"Knile Davis, RB",KC,16,25,147,9.2,1,70,1,9.2,1,159,6
"Mark Ingram, RB",NO,29,36,145,5.0,0,14,0,11.2,2,140,5
"Latavius Murray, RB",OAK,17,23,143,8.4,0,46,1,9.5,0,97,3
"Mike Williams, WR",BUF,8,19,142,17.8,1,80,2,15.8,0,38,3
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"James Starks, RB",GB,18,29,140,7.8,0,28,1,8.8,0,126,6
"Robert Hughes, RB",ARI,8,12,140,17.5,0,49,2,8.8,0,103,7
"Marquess Wilson, WR",CHI,17,32,140,8.2,1,17,0,20.0,0,40,7
"Ronnie Hillman, RB",DEN,21,34,139,6.6,1,16,0,17.4,0,109,6
"Adam Thielen, WR",MIN,8,14,137,17.1,1,44,2,8.6,0,11,7
"Benjamin Watson, TE",NO,20,31,136,6.8,2,15,0,8.5,0,70,9
"Rishard Matthews, WR",MIA,12,21,135,11.3,2,23,2,9.6,1,40,9
"Jerick McKinnon, RB",MIN,27,41,135,5.0,0,17,0,12.3,0,180,7
"Tony Moeaki, TE",BUF/SEA,8,13,134,16.8,1,63,2,22.3,0,71,6
"Percy Harvin, WR",NYJ/SEA,22,26,133,6.0,0,33,1,26.6,1,112,8
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Bishop Sankey, RB",TEN,18,24,133,7.4,0,18,0,8.3,0,152,5
"Jacoby Jones, WR",BAL,9,18,131,14.6,0,31,2,8.2,0,83,6
"Andre Williams, RB",NYG,18,37,130,7.2,0,24,1,8.1,0,131,6
"Rob Housler, TE",ARI,9,17,129,14.3,0,27,3,8.6,0,80,7
"C.J. Spiller, RB",BUF,19,22,125,6.6,1,25,1,13.9,0,189,6
"Dennis Pitta, TE",BAL,16,21,125,7.8,0,24,2,41.7,0,60,7
"Denard Robinson, RB",JAX,23,31,124,5.4,0,19,0,9.5,0,195,6
"Chris Ivory, RB",NYJ,18,27,123,6.8,1,23,1,7.7,0,121,4
"Daniel Thomas, RB",MIA,13,19,121,9.3,0,25,2,10.1,0,116,8
"Crockett Gillmore, TE",BAL,10,15,121,12.1,1,22,2,8.1,0,50,8
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Vincent Brown, WR",OAK,12,21,118,9.8,0,20,1,16.9,0,46,6
"Austin Pettis, WR",STL,12,18,118,9.8,1,27,1,23.6,0,54,7
"MarQueis Gray, TE",BUF/MIN,8,9,118,14.8,0,41,2,23.6,0,69,3
"Jack Doyle, TE",IND,18,22,118,6.6,2,20,1,7.4,0,87,7
"Santana Moss, WR",WSH,10,15,116,11.6,0,19,0,11.6,0,56,6
"Dante Rosario, TE",CHI,16,22,116,7.3,0,22,1,7.3,1,49,3
"Dwayne Harris, WR",DAL,7,12,116,16.6,0,56,1,7.3,0,26,2
"Ed Dickson, TE",CAR,10,17,115,11.5,1,34,1,7.2,1,62,9
"Denarius Moore, WR",OAK,12,27,115,9.6,0,28,1,11.5,0,46,6
"Robert Meachem, WR",NO,7,20,114,16.3,0,25,2,10.4,0,21,7
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Lorenzo Taliaferro, RB",BAL,8,10,114,14.3,0,29,2,8.8,0,104,4
"Alfred Blue, RB",HOU,15,18,113,7.5,1,22,1,7.1,0,55,7
"Frank Gore, RB",SF,11,19,111,10.1,1,55,1,6.9,0,95,2
"Jacob Tamme, TE",DEN,14,28,109,7.8,2,26,1,7.3,1,25,4
"Junior Hemingway, WR",KC,12,21,108,9.0,0,17,0,7.7,0,68,8
"Silas Redd, RB",WSH,8,10,107,13.4,0,37,1,7.1,0,103,5
"Dane Sanzenbacher, WR",CIN,9,16,105,11.7,0,26,1,10.5,1,41,5
"Derek Carrier, WR",SF,9,14,105,11.7,0,23,2,9.5,1,42,4
"Gavin Escobar, TE",DAL,9,13,105,11.7,4,26,2,6.6,0,21,7
"Eric Weems, WR",ATL,10,11,102,10.2,2,40,1,6.4,0,31,5
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Michael Campanaro, WR",BAL,7,9,102,14.6,1,19,0,25.5,0,21,5
"Kevin Norwood, WR",SEA,9,10,102,11.3,0,31,1,11.3,0,21,5
"Josh Huff, WR",PHI,8,18,98,12.3,0,44,1,8.2,1,81,4
"Justin Brown, WR",PIT,12,21,94,7.8,0,18,0,11.8,1,32,4
"Mike Tolbert, RB",CAR,12,17,93,7.8,0,18,0,11.6,0,103,4
"A.J. Jenkins, WR",KC,9,15,93,10.3,0,27,1,10.3,0,49,5
"Bilal Powell, RB",NYJ,11,15,92,8.4,0,20,1,6.1,0,100,5
"Joseph Morgan, WR",NO,4,10,92,23.0,0,62,1,18.4,0,23,3
"Ryan Griffin, TE",HOU,10,16,91,9.1,1,25,1,5.7,0,34,5
"James Wright, WR",CIN,5,16,91,18.2,0,30,2,8.3,0,38,5
PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
"Mike Brown, WR",JAX,7,15,88,12.6,0,17,0,17.6,1,24,5
"Peyton Hillis, RB",NYG,10,15,87,8.7,0,26,1,9.7,0,97,2
"T.J. Graham, WR",TEN/NYJ,3,8,87,29.0,1,67,1,7.3,0,22,2
"Isaiah Crowell, RB",CLE,9,14,87,9.7,0,19,0,5.4,0,70,4
"Jonathan Grimes, RB",HOU,6,8,86,14.3,0,31,1,5.4,0,51,4
"Ryan Hewitt, TE",CIN,10,14,86,8.6,0,19,0,5.4,0,49,3
"Zach Sudfeld, TE",NYJ,5,7,85,17.0,0,38,2,5.3,0,31,3
"Rod Streater, WR",OAK,9,13,84,9.3,1,17,0,28.0,0,30,5
"Brian Tyms, WR",NE,5,12,82,16.4,1,43,1,7.5,0,1,3
"Will Ta'ufo'ou, RB",JAX,7,8,81,11.6,0,26,1,5.1,0,72,4
