RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Caleb Hanie, QB",CHI,1,-1,-1.0,-1,0,0,-0.5,0,0
 ,"Andre Brown, RB",DEN/IND,2,-1,-0.5,0,0,0,-0.3,0,0
304,"Hines Ward, WR",PIT,1,-2,-2.0,-2,0,0,-0.1,0,0
 ,"Jake Delhomme, QB",CLE,8,-2,-0.3,2,0,0,-0.4,1,1
 ,"Dante Rosario, TE",CAR,1,-2,-2.0,-2,0,0,-0.1,0,0
 ,"Legedu Naanee, WR",SD,3,-2,-0.7,5,0,0,-0.2,0,0
 ,"Andre Caldwell, WR",CIN,1,-2,-2.0,-2,0,0,-0.1,0,0
 ,"Devin Moore, RB",IND,2,-2,-1.0,1,0,0,-0.5,1,0
310,"Drew Brees, QB",NO,18,-3,-0.2,7,0,0,-0.2,0,1
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
 ,"Sage Rosenfels, QB",NYG,3,-3,-1.0,0,0,0,-0.3,0,0
 ,"Jerricho Cotchery, WR",NYJ,4,-3,-0.8,4,0,0,-0.2,0,0
 ,"Davone Bess, WR",MIA,2,-3,-1.5,0,0,0,-0.2,0,0
 ,"Mohamed Massaquoi, WR",CLE,1,-3,-3.0,-3,0,0,-0.2,0,0
 ,"Antone Smith, RB",ATL,1,-3,-3.0,-3,0,0,-0.3,0,0
316,"Yamon Figurs, WR",CLE/OAK,1,-4,-4.0,-4,0,0,-4.0,0,0
317,"Billy Volek, QB",SD,6,-5,-0.8,0,0,0,-1.7,0,0
 ,"Harry Douglas, WR",ATL,2,-5,-2.5,0,0,0,-0.3,0,0
 ,"Max Hall, QB",ARI,1,-5,-5.0,-5,0,0,-0.8,0,0
320,"Santana Moss, WR",WSH,5,-6,-1.2,7,0,0,-0.4,0,0
RK,PLAYER,TEAM,ATT,YDS,YDS/A,LONG,20+,TD,YDS/G,FUM,1DN
321,"Bernard Berrian, WR",MIN,1,-8,-8.0,-8,0,0,-0.6,0,0
 ,"Nate Washington, WR",TEN,1,-8,-8.0,-8,0,0,-0.5,0,0
 ,"Brian Hoyer, QB",NE,10,-8,-0.8,1,0,0,-1.6,0,0
324,"Jon Ryan, P",SEA,1,-9,-9.0,-9,0,0,-0.6,0,0
325,"Laurent Robinson, WR",STL,2,-14,-7.0,-5,0,0,-1.0,0,0
326,"Brandon Lloyd, WR",DEN,1,-18,-18.0,-18,0,0,-1.1,0,0
327,"Matt Turk, P",HOU,1,-27,-27.0,-27,0,0,-1.7,0,0
