RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
278,"Garrett Mills, TE",MIN,5,11,65,13.0,0,23,1,8.1,0,37,3
279,"Jason McKie, FB",CHI,11,15,64,5.8,1,12,0,5.8,1,65,3
 ,"Keary Colbert, WR",DET/SEA,5,9,64,12.8,0,28,1,16.0,0,29,3
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
281,"Brad Smith, WR",NYJ,12,20,64,5.3,0,18,0,4.3,0,63,2
 ,"Legedu Naanee, WR",SD,8,11,64,8.0,0,18,0,4.0,0,32,4
 ,"Limas Sweed, WR",PIT,6,10,64,10.7,0,17,0,5.8,1,21,4
 ,"Tom Santi, TE",IND,10,13,64,6.4,1,13,0,10.7,0,40,3
285,"Richard Angulo, TE",JAX,8,11,63,7.9,0,17,0,4.2,0,23,1
 ,"Brad Cottam, TE",KC,7,11,63,9.0,0,19,0,3.9,0,17,3
287,"Nate Burleson, WR",SEA,5,9,60,12.0,1,20,1,60.0,0,5,4
288,"Heath Evans, FB",NE,3,4,59,19.7,0,28,1,3.7,0,49,3
 ,"Craig Davis, WR",SD,4,7,59,14.8,0,20,1,14.8,0,37,4
290,"Ovie Mughelli, FB",ATL,8,10,57,7.1,0,18,0,3.6,0,43,2
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Tatum Bell, RB",DEN,10,15,57,5.7,0,12,0,8.1,0,71,3
292,"John Owens, TE",DET,8,12,56,7.0,1,19,0,3.5,0,30,3
293,"Najeh Davenport, RB",IND/PIT,4,4,54,13.5,0,33,1,27.0,0,29,2
294,"Jerome Felton, RB",DET,9,9,53,5.9,0,12,0,4.1,0,38,4
295,"Aaron Stecker, RB",NO,9,12,52,5.8,1,12,0,8.7,0,46,2
 ,"Justin Fargas, RB",OAK,10,15,52,5.2,0,12,0,3.7,0,61,2
 ,"Keary Colbert, WR",DET/SEA,7,18,52,7.4,1,11,0,7.4,0,7,5
 ,"Madison Hedgecock, FB",NYG,8,15,52,6.5,1,13,0,3.3,0,49,4
 ,"Laurent Robinson, WR",ATL,5,6,52,10.4,0,23,1,8.7,0,27,3
 ,"Kolby Smith, RB",KC,10,11,52,5.2,0,8,0,7.4,0,57,0
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
301,"Derek Hagan, WR",MIA,3,6,51,17.0,0,20,1,12.8,0,6,3
302,"Todd Yoder, TE",WSH,8,10,50,6.3,1,14,0,3.1,0,17,4
303,"DeDe Dorsey, RB",CIN,2,2,49,24.5,0,36,1,12.3,0,58,2
304,"Michael Bumpus, WR",SEA,5,8,48,9.6,1,19,0,12.0,0,24,4
305,"Bubba Franks, TE",NYJ,6,12,47,7.8,0,25,1,5.9,0,26,2
 ,"Jonathan Stewart, RB",CAR,8,17,47,5.9,0,15,0,2.9,0,51,2
 ,"James Johnson, RB",CIN,6,7,47,7.8,0,16,0,11.8,0,54,3
308,"Jeff Webb, WR",KC,5,13,46,9.2,0,15,0,9.2,0,5,3
 ,"Darcy Johnson, TE",NYG,4,6,46,11.5,2,26,1,2.9,0,3,4
310,"Adrian Peterson, RB",CHI,6,10,45,7.5,0,19,0,3.0,0,50,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
311,"Cadillac Williams, RB",TB,7,7,43,6.1,0,25,1,7.2,0,41,2
 ,"Quinton Ganther, RB",TEN,6,6,43,7.2,0,15,0,3.3,0,48,3
 ,"Yamon Figurs, WR",BAL,1,5,43,43.0,1,43,1,3.6,0,2,1
 ,"Joe Flacco, QB",BAL,1,1,43,43.0,0,43,1,2.7,0,17,1
315,"Tony Hunt, RB",PHI,6,6,42,7.0,0,18,0,7.0,1,34,3
 ,"Ahmad Bradshaw, RB",NYG,5,6,42,8.4,1,18,0,2.8,0,50,2
317,"Jerame Tuman, TE",ARI,3,3,41,13.7,0,18,0,13.7,0,11,1
 ,"Darnell Dinkins, TE",CLE,5,11,41,8.2,1,22,1,2.9,0,20,1
 ,"Michael Turner, RB",ATL,6,9,41,6.8,0,18,0,2.6,0,36,2
320,"Anthony Becht, TE",STL,6,11,39,6.5,0,11,0,2.4,0,22,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
321,"Brad Hoover, FB",CAR,6,11,39,6.5,0,12,0,2.4,0,27,1
 ,"Logan Payne, WR",SEA,3,4,39,13.0,0,22,1,19.5,1,4,3
323,"Korey Hall, RB",GB,7,7,38,5.4,1,11,0,3.5,0,25,3
324,"Naufahu Tahi, FB",MIN,16,21,37,2.3,0,7,0,2.3,1,37,2
 ,"Tyler Thigpen, QB",KC,1,1,37,37.0,1,37,1,2.6,0,0,1
 ,"BenJarvus Green-Ellis, RB",NE,3,6,37,12.3,0,20,1,4.1,0,34,3
327,"Dan Klecko, FB",PHI,6,8,36,6.0,0,12,0,2.3,0,24,2
 ,"Brandon Jacobs, RB",NYG,6,12,36,6.0,0,9,0,2.8,0,26,0
 ,"Troy Smith, QB",BAL,1,2,36,36.0,0,36,1,6.0,0,39,1
330,"Lorenzo Neal, FB",BAL,7,15,35,5.0,0,13,0,2.2,0,55,2
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Travis Minor, RB",STL,5,6,35,7.0,0,16,0,2.7,0,37,2
 ,"George Wrighster, TE",JAX,2,3,35,17.5,0,27,1,7.0,0,18,1
333,"Darian Barnes, RB",BUF/DET/NO,2,3,34,17.0,0,25,1,11.3,1,33,1
 ,"Billy Bajema, TE",SF,2,4,34,17.0,0,29,1,2.1,0,12,1
335,"Ahman Green, RB",HOU,11,15,32,2.9,0,8,0,4.0,0,70,0
 ,"Mark Jones, WR",CAR,2,3,32,16.0,0,19,0,2.0,0,3,2
 ,"Glenn Martinez, WR",DEN,3,4,32,10.7,0,12,0,16.0,0,1,2
 ,"Tony Curtis, TE",DAL,8,12,32,4.0,0,8,0,2.0,1,17,0
339,"Chris Davis, WR",TEN,2,3,31,15.5,0,21,1,6.2,0,15,2
340,"Troy Williamson, WR",JAX,5,13,30,6.0,1,10,0,3.8,0,4,2
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Luke Lawton, FB",OAK,6,11,30,5.0,0,12,0,1.9,0,32,3
 ,"DeShawn Wynn, RB",GB,3,3,30,10.0,0,16,0,6.0,1,24,1
 ,"Brandon London, WR",MIA,3,6,30,10.0,0,14,0,2.1,0,7,2
 ,"Chad Simpson, RB",IND,3,4,30,10.0,0,15,0,2.7,0,31,1
345,"Will Heller, TE",SEA,4,6,29,7.3,0,14,0,2.4,1,9,1
 ,"Owen Schmitt, FB",SEA,6,8,29,4.8,0,7,0,1.9,0,18,1
347,"Aveion Cason, RB",DET,4,4,27,6.8,0,15,0,3.9,0,20,0
 ,"Carey Davis, FB",PIT,5,6,27,5.4,0,14,0,1.9,1,26,1
 ,"Fred Davis, TE",WSH,3,9,27,9.0,0,15,0,2.5,0,13,1
350,"Ben Hartsock, TE",ATL,3,6,26,8.7,0,17,0,2.4,0,13,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Jason Rader, TE",ATL,1,1,26,26.0,0,26,1,4.3,1,9,0
 ,"Glenn Holt, WR",CIN,3,11,26,8.7,1,10,0,1.7,0,0,2
 ,"David Clowney, WR",NYJ,1,2,26,26.0,0,26,1,13.0,0,5,1
 ,"Michael Matthews, TE",NYG,2,3,26,13.0,0,13,0,1.6,0,1,2
 ,"Mario Manningham, WR",NYG,4,6,26,6.5,0,11,0,3.7,0,21,2
356,"Robert Ferguson, WR",MIN,3,5,25,8.3,0,9,0,3.1,0,5,2
 ,"Ernest Wilford, TE",MIA,3,6,25,8.3,0,15,0,3.6,0,13,2
 ,"Zak Keasey, FB",SF,3,5,25,8.3,0,12,0,4.2,1,23,1
 ,"Maurice Stovall, WR",TB,3,8,25,8.3,0,9,0,5.0,1,3,1
 ,"Andre Hal, CB",DEN,3,3,25,8.3,0,11,0,3.1,0,39,2
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
361,"Edgar Jones, DE",BAL,1,1,25,25.0,0,25,1,3.6,0,5,1
362,"Terrelle Smith, FB",ARI,2,6,24,12.0,0,18,0,1.6,0,15,1
 ,"Jameel Cook, FB",TB,3,5,24,8.0,0,12,0,2.4,0,15,2
 ,"Sean McHugh, TE",PIT,3,4,24,8.0,0,15,0,1.6,0,14,1
 ,"Lousaka Polite, FB",MIA,6,8,24,4.0,0,9,0,2.2,0,24,1
 ,"P.J. Pope, RB",DEN,3,4,24,8.0,1,16,0,4.8,0,21,2
 ,"Isaiah Stanback, TE",DAL,2,3,24,12.0,0,15,0,3.0,0,5,0
 ,"Clifton Smith, RB",TB,4,5,24,6.0,0,13,0,2.7,1,5,1
369,"Alvin Pearman, RB",JAX,1,1,23,23.0,1,23,1,23.0,0,2,1
 ,"Brandon Middleton, WR",DET,1,4,23,23.0,0,23,1,2.9,0,2,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Pierre Garcon, WR",IND,4,4,23,5.8,0,12,0,1.6,0,8,2
372,"Joey Haynos, TE",MIA,2,4,22,11.0,1,19,0,3.1,1,0,1
 ,"Kregg Lumpkin, RB",GB,3,3,22,7.3,0,12,0,11.0,0,22,1
374,"Dan Campbell, TE",DET,1,1,21,21.0,0,21,1,21.0,0,8,1
 ,"John Kuhn, RB",GB,4,8,21,5.3,2,13,0,1.3,0,12,3
376,"Daniel Wilcox, TE",BAL,5,7,19,3.8,2,8,0,1.5,0,6,2
 ,"Ryan Denney, DE",BUF,1,1,19,19.0,1,19,0,1.2,0,9,1
 ,"Chad Jackson, WR",DEN,1,1,19,19.0,0,19,0,4.8,0,20,1
 ,"Daniel Coats, TE",CIN,2,10,19,9.5,0,11,0,1.2,0,10,1
 ,"Mike Cox, FB",KC,8,13,19,2.4,0,5,0,1.2,0,20,0
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
381,"Mike Karney, FB",NO,9,12,18,2.0,0,7,0,1.5,0,23,1
 ,"Joshua Cribbs, WR",CLE,2,7,18,9.0,1,17,0,1.2,0,13,2
 ,"Steve Sanders, WR",CLE,1,6,18,18.0,0,18,0,3.6,0,0,1
 ,"Malcolm Kelly, WR",WSH,3,11,18,6.0,0,7,0,3.6,0,7,1
 ,"Mike Hart, RB",IND,1,1,18,18.0,0,18,0,3.6,1,15,1
386,"Marc Bulger, QB",STL,2,2,17,8.5,0,11,0,1.1,0,0,0
 ,"Montell Owens, RB",JAX,2,3,17,8.5,0,10,0,1.1,0,8,1
 ,"Rashard Mendenhall, RB",PIT,2,3,17,8.5,0,11,0,4.3,0,14,1
 ,"Martin Rucker, TE",CLE,2,6,17,8.5,0,9,0,3.4,0,0,2
390,"Moran Norris, RB",DET,4,7,16,4.0,0,6,0,1.5,0,17,0
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"LenDale White, RB",TEN,5,10,16,3.2,0,7,0,1.0,1,17,1
 ,"Selvin Young, RB",DEN,3,8,16,5.3,0,8,0,2.0,0,19,0
393,"Stephen Spach, TE",ARI,2,6,15,7.5,0,8,0,1.7,0,12,1
394,"Ryan Moats, RB",HOU,3,5,14,4.7,0,5,0,1.6,0,16,0
 ,"Mike Bell, RB",NO,1,2,14,14.0,0,14,0,3.5,0,21,1
396,"Willie Parker, RB",PIT,3,10,13,4.3,0,5,0,1.2,0,18,0
 ,"Charles Ali, FB",CLE,4,6,13,3.3,0,12,0,0.9,0,11,1
398,"Jeff Dugan, TE",MIN,2,2,12,6.0,0,9,0,1.3,0,14,1
 ,"Brian Clark, WR",TB,1,2,12,12.0,0,12,0,1.3,0,4,1
 ,"Jason Davis, FB",CHI,1,3,12,12.0,0,12,0,2.4,0,8,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
401,"Jacob Tamme, TE",IND,3,5,12,4.0,0,6,0,1.0,0,4,1
402,"Nate Lawrie, TE",CIN,2,4,11,5.5,0,7,0,1.4,0,7,0
 ,"Lorenzo Booker, RB",PHI,6,10,11,1.8,0,8,0,1.1,0,17,1
 ,"Tim Castille, RB",ARI,4,4,11,2.8,0,5,0,0.8,0,12,0
405,"Matt Schobel, TE",PHI,2,3,10,5.0,0,5,0,2.0,0,0,0
 ,"Felix Jones, RB",DAL,2,2,10,5.0,0,7,0,1.7,0,6,0
407,"Shaun Alexander, RB",WSH,1,1,9,9.0,0,9,0,2.3,0,7,0
 ,"Antrel Rolle, DB",ARI,1,1,9,9.0,0,9,0,0.6,0,10,1
 ,"Roy Hall, WR",IND,1,4,9,9.0,0,9,0,2.3,0,3,1
 ,"Craig Stevens, TE",TEN,1,2,9,9.0,0,9,0,0.6,0,0,0
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Chauncey Washington, RB",JAX,1,1,9,9.0,0,9,0,1.5,0,6,1
412,"Sean Ryan, TE",MIA/NO/SF,1,3,8,8.0,0,8,0,1.3,0,10,0
 ,"Olaniyi Sobomehin, FB",NO,2,3,8,4.0,0,10,0,8.0,1,9,1
414,"Sean Ryan, TE",MIA/NO/SF,2,2,7,3.5,0,5,0,7.0,0,3,0
 ,"Thomas Tapeh, RB",MIN,1,3,7,7.0,0,7,0,3.5,0,4,0
 ,"Marques Hagans, WR",KC,1,2,7,7.0,0,7,0,3.5,0,10,1
 ,"Paul Williams, WR",TEN,1,3,7,7.0,0,7,0,1.4,0,0,1
 ,"Deon Anderson, FB",DAL,2,3,7,3.5,1,6,0,0.5,0,4,1
419,"Dallas Baker, WR",PIT,1,2,6,6.0,0,6,0,0.8,0,2,0
420,"Jesse Chatman, RB",NYJ,2,2,5,2.5,0,3,0,1.7,0,8,0
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Kevin Jones, RB",CHI,2,2,5,2.5,0,3,0,0.5,0,10,0
 ,"Lance Ball, RB",IND,1,1,5,5.0,0,5,0,5.0,0,8,0
423,"Tony Richardson, FB",NYJ,1,6,4,4.0,0,4,0,0.3,0,3,0
 ,"Allen Rossum, CB",SF,1,1,4,4.0,0,4,0,0.3,0,8,0
 ,"Kenny Watson, RB",CIN,3,10,4,1.3,0,3,0,0.4,0,3,0
 ,"Drew Bennett, WR",STL,1,1,4,4.0,0,4,0,4.0,0,0,0
 ,"Levi Brown, OT",ARI,1,1,4,4.0,0,4,0,0.3,0,14,0
 ,"Eric Weems, WR",ATL,1,1,4,4.0,0,4,0,0.7,0,7,0
429,"Kelley Washington, WR",NE,1,2,3,3.0,0,3,0,0.3,0,5,1
 ,"Casey Cramer, FB",MIA,2,2,3,1.5,1,2,0,0.3,0,0,1
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
 ,"Buck Ortega, TE",NO,1,3,3,3.0,0,3,0,0.3,0,3,0
432,"Michael Bennett, RB",TB,1,1,2,2.0,0,2,0,0.4,0,4,0
 ,"Jerome Simpson, WR",CIN,1,3,2,2.0,0,2,0,0.3,0,3,0
434,"Nick Goings, RB",CAR,3,3,1,.3,0,3,0,0.1,0,4,0
 ,"Todd Herremans, OT",PHI,1,1,1,1.0,1,1,0,0.1,0,0,1
436,"Dantrell Savage, RB",KC,2,2,0,.0,0,2,0,0.0,0,6,0
437,"Corey McIntyre, FB",BUF,2,3,-1,-.5,0,0,0,-0.1,0,3,0
 ,"Samkon Gado, RB",STL,1,1,-1,-1.0,0,-1,0,-1.0,0,1,0
439,"Charlie Johnson, OT",IND,1,1,-2,-2.0,0,-2,0,-0.1,0,2,0
 ,"Gary Russell, RB",PIT,1,2,-2,-2.0,0,-2,0,-0.2,0,4,0
RK,PLAYER,TEAM,REC,TAR,YDS,AVG,TD,LONG,20+,YDS/G,FUM,YAC,1DN
441,"Jackie Battle, RB",KC,1,1,-2,-2.0,0,-2,0,-0.2,0,1,0
442,"Ryan Fitzpatrick, QB",CIN,1,1,-3,-3.0,0,-3,0,-0.2,0,3,0
443,"David Garrard, QB",JAX,1,1,-6,-6.0,0,-6,0,-0.4,0,0,0
444,"Rock Cartwright, RB",WSH,1,1,-7,-7.0,0,-7,0,-0.4,0,-1,0
 ,"Ben Roethlisberger, QB",PIT,1,1,-7,-7.0,0,-7,0,-0.4,0,0,0
446,"Pete Kendall, OG",WSH,1,1,-9,-9.0,0,-9,0,-0.6,1,-2,0
